Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Is Pseudo	# Transcripts	Gene Name or Symbol	Previous ID(s)	
PBANKA_0414500	PBANKA_0414500.1	Plasmodium berghei ANKA	PbANKA_04_v3:516,857..517,734(+)	protein YOP1, putative	No	1	YOP1	Previous IDs: PB001346.02.0;PB300744.00.0;PBANKA_041450	
PBANKA_0414600	PBANKA_0414600.1	Plasmodium berghei ANKA	PbANKA_04_v3:520,129..520,638(+)	40S ribosomal protein S15A, putative	No	1	N/A	Previous IDs: PB001345.02.0;PBANKA_041460	
PBANKA_0414700	PBANKA_0414700.1	Plasmodium berghei ANKA	PbANKA_04_v3:525,097..527,133(+)	zinc finger protein, putative	No	1	N/A	Previous IDs: PB300478.00.0;PBANKA_041470	
PBANKA_0414800	PBANKA_0414800.1	Plasmodium berghei ANKA	PbANKA_04_v3:527,620..528,684(-)	arginase	No	1	N/A	Previous IDs: PB000787.03.0;PBANKA_041480	
PBANKA_0414900	PBANKA_0414900.1	Plasmodium berghei ANKA	PbANKA_04_v3:530,327..532,468(+)	dynein intermediate light chain, putative	No	1	N/A	Previous IDs: PB000846.00.0;PB108253.00.0;PBANKA_041490	
PBANKA_0415000	PBANKA_0415000.1	Plasmodium berghei ANKA	PbANKA_04_v3:532,930..534,303(-)	Maf-like protein, putative	No	1	N/A	Previous IDs: PB000847.00.0;PBANKA_041500	
PBANKA_0415100	PBANKA_0415100.1	Plasmodium berghei ANKA	PbANKA_04_v3:535,288..536,910(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB300317.00.0;PBANKA_041510	
PBANKA_0415200	PBANKA_0415200.1	Plasmodium berghei ANKA	PbANKA_04_v3:537,804..539,075(-)	vacuolar protein sorting-associated protein 46, putative	No	1	VPS46	Previous IDs: PB000306.02.0;PB301315.00.0;PBANKA_041520	
PBANKA_0415300	PBANKA_0415300.1	Plasmodium berghei ANKA	PbANKA_04_v3:540,178..544,860(+)	exoribonuclease II, putative	No	1	RNaseII	Previous IDs: PB000179.00.0;PB104870.00.0;PB300716.00.0;PB301002.00.0;PBANKA_041530	
PBANKA_0415400	PBANKA_0415400.1	Plasmodium berghei ANKA	PbANKA_04_v3:545,320..549,710(-)	conserved Plasmodium protein, unknown function, pseudogene	Yes	1	N/A	Previous IDs: PB103809.00.0;PB103810.00.0;PB401849.00.0;PB402426.00.0;PB402427.00.0;PBANKA_041540	
PBANKA_0415500	PBANKA_0415500.1	Plasmodium berghei ANKA	PbANKA_04_v3:552,926..555,925(+)	coatomer subunit beta, putative	No	1	SEC27	Previous IDs: PB300489.00.0;PB300886.00.0;PBANKA_041550	
PBANKA_0415600	PBANKA_0415600.1	Plasmodium berghei ANKA	PbANKA_04_v3:556,650..559,821(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000294.00.0;PB001192.02.0;PB300528.00.0;PB300703.00.0;PBANKA_041560	
PBANKA_0415700	PBANKA_0415700.1	Plasmodium berghei ANKA	PbANKA_04_v3:562,277..564,679(+)	autophagy-related protein 3, putative	No	1	ATG3	Previous IDs: PB000344.03.0;PBANKA_041570	
PBANKA_0415800	PBANKA_0415800.1	Plasmodium berghei ANKA	PbANKA_04_v3:564,859..568,367(-)	WD repeat-containing protein 66, putative	No	1	WDR66	Previous IDs: PB000138.01.0;PB000343.03.0;PB000476.00.0;PB300476.00.0;PBANKA_041580	
PBANKA_0415900	PBANKA_0415900.1	Plasmodium berghei ANKA	PbANKA_04_v3:570,131..570,841(-)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB301334.00.0;PBANKA_041590	
PBANKA_0416000	PBANKA_0416000.1	Plasmodium berghei ANKA	PbANKA_04_v3:574,017..577,578(+)	high molecular weight rhoptry protein 3, putative	No	1	RhopH3	Previous IDs: PB000377.03.0;PB001160.02.0;PB300291.00.0;PBANKA_041600	
PBANKA_0416100	PBANKA_0416100.1	Plasmodium berghei ANKA	PbANKA_04_v3:578,979..596,483(+)	dynein heavy chain, putative	No	1	MG1	Previous IDs: PB000358.03.0;PB000791.03.0;PB001159.02.0;PBANKA_041610	
PBANKA_0416200	PBANKA_0416200.1	Plasmodium berghei ANKA	PbANKA_04_v3:598,563..601,838(+)	mitochondrial carrier protein, putative	No	1	N/A	Previous IDs: PB000274.00.0;PB300659.00.0;PBANKA_041620	
PBANKA_0416300	PBANKA_0416300.1	Plasmodium berghei ANKA	PbANKA_04_v3:604,336..610,648(+)	nucleoporin NUP221	No	1	NUP221	Previous IDs: PB000275.00.0;PB000786.02.0;PBANKA_041630	
PBANKA_0416400	PBANKA_0416400.1	Plasmodium berghei ANKA	PbANKA_04_v3:611,890..612,702(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000790.02.0;PBANKA_041640	
PBANKA_0416500	PBANKA_0416500.1	Plasmodium berghei ANKA	PbANKA_04_v3:614,163..620,292(+)	copper-transporting ATPase	No	1	CuTP	Previous IDs: PB000787.02.0;PB105643.00.0;PBANKA_041650	
PBANKA_0416600	PBANKA_0416600.1	Plasmodium berghei ANKA	PbANKA_04_v3:620,983..622,728(-)	replication protein A1, small fragment	No	1	N/A	Previous IDs: PB000785.02.0;PBANKA_041660	
PBANKA_0416700	PBANKA_0416700.1	Plasmodium berghei ANKA	PbANKA_04_v3:625,346..626,022(+)	bacterial histone-like protein, putative	No	1	HU	Previous IDs: PB000792.02.0;PBANKA_041670	
PBANKA_0416800	PBANKA_0416800.1	Plasmodium berghei ANKA	PbANKA_04_v3:626,770..631,082(-)	ubiquitin specific protease, putative	No	1	N/A	Previous IDs: PB000788.02.0;PB105651.00.0;PBANKA_041680	
PBANKA_0416900	PBANKA_0416900.1	Plasmodium berghei ANKA	PbANKA_04_v3:633,246..633,743(-)	prefoldin subunit 4, putative	No	1	N/A	Previous IDs: PB000793.02.0;PBANKA_041690	
PBANKA_0417000	PBANKA_0417000.1	Plasmodium berghei ANKA	PbANKA_04_v3:635,115..635,672(+)	signal peptidase complex subunit 3, putative	No	1	SPC3	Previous IDs: PB000789.02.0;PB300171.00.0;PBANKA_041700	
PBANKA_0417100	PBANKA_0417100.1	Plasmodium berghei ANKA	PbANKA_04_v3:636,392..644,664(+)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000791.02.0;PB000813.03.0;PBANKA_041710	
PBANKA_0417200	PBANKA_0417200.1	Plasmodium berghei ANKA	PbANKA_04_v3:645,124..646,083(-)	PH domain-containing protein	No	1	PH	Previous IDs: PB000814.03.0;PBANKA_041720	
PBANKA_0417300	PBANKA_0417300.1	Plasmodium berghei ANKA	PbANKA_04_v3:648,481..652,812(+)	AP-4 complex subunit epsilon, putative	No	1	N/A	Previous IDs: PB000297.03.0;PB000812.03.0;PBANKA_041730	
PBANKA_0417400	PBANKA_0417400.1	Plasmodium berghei ANKA	PbANKA_04_v3:653,969..655,003(+)	GTPase-activating protein, putative	No	1	N/A	Previous IDs: PB001041.03.0;PBANKA_041740	
PBANKA_0417500	PBANKA_0417500.1	Plasmodium berghei ANKA	PbANKA_04_v3:655,862..656,582(-)	60S ribosomal protein L32, putative	No	1	RPL32	Previous IDs: PB001042.03.0;PBANKA_041750	
PBANKA_0417600	PBANKA_0417600.1	Plasmodium berghei ANKA	PbANKA_04_v3:658,002..662,733(-)	LCCL domain-containing protein	No	1	CCp4	Previous IDs: PB000955.03.0;PB300155.00.0;PBANKA_041760	
PBANKA_0417700	PBANKA_0417700.1	Plasmodium berghei ANKA	PbANKA_04_v3:663,999..666,052(-)	alpha tubulin 1	No	1	N/A	Previous IDs: PB000857.00.0;PB103118.00.0;PB300531.00.0;PBANKA_041770	
PBANKA_0417800	PBANKA_0417800.1	Plasmodium berghei ANKA	PbANKA_04_v3:667,839..672,309(-)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000735.00.0;PB403799.00.0;PBANKA_041780	
PBANKA_0417900	PBANKA_0417900.1	Plasmodium berghei ANKA	PbANKA_04_v3:673,685..677,398(-)	nucleoporin NUP138	No	1	NUP138	Previous IDs: PB000734.00.0;PB300753.00.0;PBANKA_041790	
PBANKA_0418000	PBANKA_0418000.1	Plasmodium berghei ANKA	PbANKA_04_v3:680,493..687,924(+)	ATP-dependent RNA helicase DDX60, putative	No	1	DDX60	Previous IDs: PB000219.01.0;PB000670.03.0;PB001045.00.0;PBANKA_041800	
PBANKA_0418100	PBANKA_0418100.1	Plasmodium berghei ANKA	PbANKA_04_v3:689,050..697,380(-)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000111.02.0;PB000903.00.0;PB001046.00.0;PB100693.00.0;PB301246.00.0;PBANKA_041810	
PBANKA_0418200	PBANKA_0418200.1	Plasmodium berghei ANKA	PbANKA_04_v3:701,407..703,442(+)	ras-related protein RAB7, putative	No	1	RAB7	Previous IDs: PB300822.00.0;PBANKA_041820	
PBANKA_0418300	PBANKA_0418300.1	Plasmodium berghei ANKA	PbANKA_04_v3:705,421..706,158(+)	protein RER1, putative	No	1	RER1	Previous IDs: PB000787.01.0;PB300077.00.0;PBANKA_041830	
PBANKA_0418400	PBANKA_0418400.1	Plasmodium berghei ANKA	PbANKA_04_v3:706,754..707,242(-)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000108.02.0;PBANKA_041840	
PBANKA_0418500	PBANKA_0418500.1	Plasmodium berghei ANKA	PbANKA_04_v3:710,590..712,172(+)	Plasmodium exported protein, unknown function	No	1	N/A	Previous IDs: PB103818.00.0;PBANKA_041850	
PBANKA_0500100	PBANKA_0500100.1	Plasmodium berghei ANKA	PbANKA_05_v3:880..2,464(+)	fam-a protein, pseudogene	Yes	1	N/A	N/A	
PBANKA_0500200	PBANKA_0500200.1	Plasmodium berghei ANKA	PbANKA_05_v3:3,944..5,055(-)	PIR protein	No	1	N/A	Previous IDs: PB200049.00.0;PB500042.00.0;PBANKA_050020	
PBANKA_0500600	PBANKA_0500600.1	Plasmodium berghei ANKA	PbANKA_05_v3:7,721..8,634(-)	fam-b protein	No	1	N/A	Previous IDs: PB101599.00.1;PBANKA_050060	
PBANKA_0500700	PBANKA_0500700.1	Plasmodium berghei ANKA	PbANKA_05_v3:9,747..11,271(+)	fam-a protein	No	1	N/A	Previous IDs: PB104402.00.0;PB105313.00.0;PB105314.00.0;PB403049.00.0;PB403105.00.0;PBANKA_050070	
PBANKA_0500721	PBANKA_0500721.1	Plasmodium berghei ANKA	PbANKA_05_v3:11,771..12,850(-)	PIR protein, pseudogene	Yes	1	N/A	N/A	
PBANKA_0500741	PBANKA_0500741.1	Plasmodium berghei ANKA	PbANKA_05_v3:15,393..16,302(-)	fam-b protein	No	1	N/A	Previous IDs: PB403086.00.0;PBANKA_124710	
PBANKA_0500781	PBANKA_0500781.1	Plasmodium berghei ANKA	PbANKA_05_v3:17,732..20,594(-)	PIR protein	No	1	N/A	Previous IDs: PB500022.00.0;PBANKA_124690	
PBANKA_0500950	PBANKA_0500950.1	Plasmodium berghei ANKA	PbANKA_05_v3:23,362..24,464(-)	PIR protein, pseudogene	Yes	1	N/A	Previous IDs: PBANKA_050095	
PBANKA_0500971	PBANKA_0500971.1	Plasmodium berghei ANKA	PbANKA_05_v3:26,861..27,929(-)	PIR protein	No	1	N/A	Previous IDs: PB200045.00.0	
PBANKA_0501000	PBANKA_0501000.1	Plasmodium berghei ANKA	PbANKA_05_v3:33,681..42,012(+)	reticulocyte binding protein, putative	No	1	Pb235	Previous IDs: PB000144.00.0;PB000216.00.0;PB000886.00.0;PB001059.01.0;PB106153.00.0;PB106154.00.0;PB300390.00.0;PB300852.00.0;PB300875.00.0;PBANKA_050100;PBANKA_100010	
PBANKA_0501051	PBANKA_0501051.1	Plasmodium berghei ANKA	PbANKA_05_v3:43,366..44,985(+)	fam-a protein	No	1	N/A	N/A	
PBANKA_0501100	PBANKA_0501100.1	Plasmodium berghei ANKA	PbANKA_05_v3:47,223..47,687(+)	early transcribed membrane protein	No	1	SEP3	Previous IDs: PB401867.00.0;PBANKA_050110	
PBANKA_0501200	PBANKA_0501200.1	Plasmodium berghei ANKA	PbANKA_05_v3:49,812..50,474(-)	early transcribed membrane protein	No	1	UIS4	Previous IDs: PB100551.00.0;PBANKA_050120	
PBANKA_0501300	PBANKA_0501300.1	Plasmodium berghei ANKA	PbANKA_05_v3:53,651..56,944(+)	DNA polymerase delta catalytic subunit, putative	No	1	N/A	Previous IDs: PB000286.00.0;PB000783.02.0;PB300723.00.0;PBANKA_050130	
PBANKA_0501400	PBANKA_0501400.1	Plasmodium berghei ANKA	PbANKA_05_v3:58,050..58,817(-)	rhoptry neck protein 12	No	1	RON12	Previous IDs: PB000784.02.0;PBANKA_050140	
PBANKA_0501500	PBANKA_0501500.1	Plasmodium berghei ANKA	PbANKA_05_v3:60,539..62,366(+)	enoyl-CoA hydratase-related protein, putative	No	1	N/A	Previous IDs: PB000069.03.0;PB000670.01.0;PBANKA_050150	
PBANKA_0501600	PBANKA_0501600.1	Plasmodium berghei ANKA	PbANKA_05_v3:63,289..64,852(-)	golgi re-assembly stacking protein, putative	No	1	GRASP	Previous IDs: PB001215.00.0;PBANKA_050160	
PBANKA_0501700	PBANKA_0501700.1	Plasmodium berghei ANKA	PbANKA_05_v3:65,922..67,621(-)	phosphomannomutase, putative	No	1	N/A	Previous IDs: PB001216.00.0;PB300192.00.0;PBANKA_050170	
PBANKA_0501800	PBANKA_0501800.1	Plasmodium berghei ANKA	PbANKA_05_v3:69,538..70,311(+)	myosin essential light chain ELC, putative	No	1	ELC	Previous IDs: PBANKA_050180	
PBANKA_0501900	PBANKA_0501900.1	Plasmodium berghei ANKA	PbANKA_05_v3:72,608..74,221(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000047.00.0;PBANKA_050190	
PBANKA_0502000	PBANKA_0502000.1	Plasmodium berghei ANKA	PbANKA_05_v3:75,586..77,160(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PBANKA_050200	
PBANKA_0502100	PBANKA_0502100.1	Plasmodium berghei ANKA	PbANKA_05_v3:77,693..80,763(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000046.00.0;PBANKA_050210	
PBANKA_0502200	PBANKA_0502200.1	Plasmodium berghei ANKA	PbANKA_05_v3:82,118..83,709(+)	26S proteasome regulatory subunit p55, putative	No	1	RPN5	Previous IDs: PB001167.00.0;PBANKA_050220	
PBANKA_0502300	PBANKA_0502300.1	Plasmodium berghei ANKA	PbANKA_05_v3:84,710..86,146(+)	tRNA pseudouridine synthase, putative	No	1	N/A	Previous IDs: PB001169.00.0;PBANKA_050230	
PBANKA_0502400	PBANKA_0502400.1	Plasmodium berghei ANKA	PbANKA_05_v3:86,641..87,399(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB001170.00.0;PBANKA_050240	
PBANKA_0502500	PBANKA_0502500.1	Plasmodium berghei ANKA	PbANKA_05_v3:87,950..94,354(-)	serine/threonine protein phosphatase 8	No	1	PPP8	Previous IDs: PB001168.00.0;PB101829.00.0;PB300299.00.0;PBANKA_050250	
PBANKA_0502600	PBANKA_0502600.1	Plasmodium berghei ANKA	PbANKA_05_v3:96,257..98,404(-)	peptidase, putative	No	1	N/A	Previous IDs: PB001047.00.0;PB001657.02.0;PBANKA_050260	
PBANKA_0502650	PBANKA_0502650.1	Plasmodium berghei ANKA	PbANKA_05_v3:99,859..100,797(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PBANKA_050265	
PBANKA_0502700	PBANKA_0502700.1	Plasmodium berghei ANKA	PbANKA_05_v3:101,075..102,061(-)	pre-mRNA-splicing factor RDS3, putative	No	1	RDS3	Previous IDs: PBANKA_050270	
PBANKA_0502800	PBANKA_0502800.1	Plasmodium berghei ANKA	PbANKA_05_v3:102,897..107,624(-)	tRNA wybutosine-synthesizing protein, putative	No	1	N/A	Previous IDs: PB000290.02.0;PB301260.00.0;PBANKA_050280	
PBANKA_0502900	PBANKA_0502900.1	Plasmodium berghei ANKA	PbANKA_05_v3:110,248..111,888(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000170.02.0;PB000707.03.0;PBANKA_050290	
PBANKA_0503000	PBANKA_0503000.1	Plasmodium berghei ANKA	PbANKA_05_v3:113,639..115,218(+)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000309.03.0;PB404022.00.0;PBANKA_050300	
PBANKA_0503100	PBANKA_0503100.1	Plasmodium berghei ANKA	PbANKA_05_v3:115,393..117,297(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000308.03.0;PBANKA_050310	
PBANKA_0503200	PBANKA_0503200.1	Plasmodium berghei ANKA	PbANKA_05_v3:119,803..126,263(+)	eukaryotic translation initiation factor subunit eIF2A, putative	No	1	N/A	Previous IDs: PB000024.01.0;PB001219.02.0;PB001220.02.0;PBANKA_050320	
PBANKA_0503300	PBANKA_0503300.1	Plasmodium berghei ANKA	PbANKA_05_v3:126,963..131,369(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000023.01.0;PB000784.01.0;PBANKA_050330	
PBANKA_0503400	PBANKA_0503400.1	Plasmodium berghei ANKA	PbANKA_05_v3:132,988..133,713(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PBANKA_050340	
PBANKA_0503500	PBANKA_0503500.1	Plasmodium berghei ANKA	PbANKA_05_v3:134,198..138,970(-)	zinc finger protein, putative	No	1	N/A	Previous IDs: PB000134.00.0;PB100901.00.0;PBANKA_050350	
PBANKA_0503600	PBANKA_0503600.1	Plasmodium berghei ANKA	PbANKA_05_v3:146,219..146,762(+)	60S ribosomal protein L30e, putative	No	1	N/A	Previous IDs: PB000148.02.0;PB301257.00.0;PBANKA_050360	
PBANKA_0503700	PBANKA_0503700.1	Plasmodium berghei ANKA	PbANKA_05_v3:147,413..154,477(-)	TMEM94 domain-containing protein, putative	No	1	N/A	Previous IDs: PB001606.02.0;PB300367.00.0;PBANKA_050370	
PBANKA_0503800	PBANKA_0503800.1	Plasmodium berghei ANKA	PbANKA_05_v3:156,155..158,755(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000614.01.0;PB104813.00.0;PBANKA_050380	
PBANKA_0503900	PBANKA_0503900.1	Plasmodium berghei ANKA	PbANKA_05_v3:159,316..161,013(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000613.01.0;PB000660.01.0;PBANKA_050390	
PBANKA_0504000	PBANKA_0504000.1	Plasmodium berghei ANKA	PbANKA_05_v3:161,812..164,604(-)	tRNA methyltransferase, putative	No	1	N/A	Previous IDs: PB000657.01.0;PB000659.01.0;PB300086.00.0;PBANKA_050400	
PBANKA_0504100	PBANKA_0504100.1	Plasmodium berghei ANKA	PbANKA_05_v3:166,490..166,864(-)	autophagy-related protein 8	No	1	ATG8	Previous IDs: PB000658.01.0;PBANKA_050410	
PBANKA_0504200	PBANKA_0504200.1	Plasmodium berghei ANKA	PbANKA_05_v3:168,820..170,904(-)	RNA-binding protein 34, putative	No	1	RBM34	Previous IDs: PB106096.00.0;PB300359.00.0;PBANKA_050420	
PBANKA_0504300	PBANKA_0504300.1	Plasmodium berghei ANKA	PbANKA_05_v3:172,045..172,736(-)	flagellar outer arm dynein-associated protein, putative	No	1	N/A	Previous IDs: PBANKA_050430	
PBANKA_0504400	PBANKA_0504400.1	Plasmodium berghei ANKA	PbANKA_05_v3:173,716..176,514(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB001078.02.0;PBANKA_050440	
PBANKA_0504500	PBANKA_0504500.1	Plasmodium berghei ANKA	PbANKA_05_v3:178,009..179,988(+)	cytoplasmic dynein intermediate chain, putative	No	1	N/A	Previous IDs: PB000442.02.0;PB300185.00.0;PBANKA_050450	
PBANKA_0504600	PBANKA_0504600.1	Plasmodium berghei ANKA	PbANKA_05_v3:180,235..181,811(-)	rRNA (cytosine-C(5))-methyltransferase, putative	No	1	RCM1	Previous IDs: PB000443.02.0;PB300260.00.0;PBANKA_050460	
PBANKA_0504700	PBANKA_0504700.1	Plasmodium berghei ANKA	PbANKA_05_v3:182,380..183,678(+)	ribosomal silencing factor RsfS, putative	No	1	N/A	Previous IDs: PB000444.02.0;PBANKA_050470	
PBANKA_0504800	PBANKA_0504800.1	Plasmodium berghei ANKA	PbANKA_05_v3:184,105..188,972(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB103756.00.0;PBANKA_050480	
PBANKA_0504900	PBANKA_0504900.1	Plasmodium berghei ANKA	PbANKA_05_v3:190,127..193,792(+)	N-acetyltransferase, GNAT family, putative	No	1	N/A	Previous IDs: PB000162.02.0;PB300480.00.0;PBANKA_050490	
PBANKA_0505000	PBANKA_0505000.1	Plasmodium berghei ANKA	PbANKA_05_v3:194,446..197,361(+)	dihydrolipoamide acyltransferase, putative	No	1	N/A	Previous IDs: PB000163.02.0;PBANKA_050500	
PBANKA_0505100	PBANKA_0505100.1	Plasmodium berghei ANKA	PbANKA_05_v3:198,487..199,559(-)	ADP-ribosylation factor, putative	No	1	ARF1	Previous IDs: PB000446.01.0;PBANKA_050510	
PBANKA_0505200	PBANKA_0505200.1	Plasmodium berghei ANKA	PbANKA_05_v3:201,996..203,574(-)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB001641.02.0;PBANKA_050520	
PBANKA_0505300	PBANKA_0505300.1	Plasmodium berghei ANKA	PbANKA_05_v3:204,299..209,155(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000879.00.0;PB001640.02.0;PBANKA_050530	
PBANKA_0505400	PBANKA_0505400.1	Plasmodium berghei ANKA	PbANKA_05_v3:210,532..212,292(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000063.01.0;PBANKA_050540	
PBANKA_0505500	PBANKA_0505500.1	Plasmodium berghei ANKA	PbANKA_05_v3:213,631..215,110(-)	apicoplast integral membrane protein, putative	No	1	N/A	Previous IDs: PB000228.02.0;PB104704.00.0;PBANKA_050550	
PBANKA_0505600	PBANKA_0505600.1	Plasmodium berghei ANKA	PbANKA_05_v3:216,802..219,391(+)	endomembrane protein 70, putative	No	1	N/A	Previous IDs: PB000395.01.0;PBANKA_050560	
PBANKA_0505700	PBANKA_0505700.1	Plasmodium berghei ANKA	PbANKA_05_v3:219,941..221,770(-)	ATP-dependent RNA helicase ROK1, putative	No	1	ROK1	Previous IDs: PB000633.03.0;PB300833.00.0;PBANKA_050570	
PBANKA_0505800	PBANKA_0505800.1	Plasmodium berghei ANKA	PbANKA_05_v3:222,500..223,288(+)	deoxyribose-phosphate aldolase, putative	No	1	DPA	Previous IDs: PB000632.03.0;PB300834.00.0;PB301040.00.0;PBANKA_050580	
PBANKA_0505900	PBANKA_0505900.1	Plasmodium berghei ANKA	PbANKA_05_v3:223,927..241,236(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000045.02.0;PB000276.03.0;PB000634.03.0;PB001027.01.0;PB001224.00.0;PB301266.00.0;PB403423.00.0;PBANKA_050590	
PBANKA_0506000	PBANKA_0506000.1	Plasmodium berghei ANKA	PbANKA_05_v3:243,122..249,242(-)	schizont egress antigen-1	No	1	SEA1	Previous IDs: PB000098.03.0;PB106958.00.0;PBANKA_050600	
PBANKA_0506100	PBANKA_0506100.1	Plasmodium berghei ANKA	PbANKA_05_v3:251,165..256,213(-)	PHAX domain-containing protein, putative	No	1	N/A	Previous IDs: PB000951.00.0;PB108694.00.0;PBANKA_050610	
PBANKA_0506200	PBANKA_0506200.1	Plasmodium berghei ANKA	PbANKA_05_v3:262,315..266,384(+)	RNA-binding protein, putative	No	1	UIS12	Previous IDs: PB000204.01.0;PBANKA_050620	
PBANKA_0506300	PBANKA_0506300.1	Plasmodium berghei ANKA	PbANKA_05_v3:267,280..268,202(-)	methyltransferase, putative	No	1	N/A	Previous IDs: PB001078.01.0;PBANKA_050630	
PBANKA_0506400	PBANKA_0506400.1	Plasmodium berghei ANKA	PbANKA_05_v3:268,668..270,956(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000281.00.0;PBANKA_050640	
PBANKA_0506500	PBANKA_0506500.1	Plasmodium berghei ANKA	PbANKA_05_v3:274,273..275,717(+)	ZIP domain-containing protein	No	1	ZIPCO	Previous IDs: PB301571.00.0;PBANKA_050650	
PBANKA_0506600	PBANKA_0506600.1	Plasmodium berghei ANKA	PbANKA_05_v3:281,228..283,197(-)	serine/arginine-rich splicing factor 4, putative	No	1	SRSF4	Previous IDs: PB000229.02.0;PBANKA_050660	
PBANKA_0506700	PBANKA_0506700.1	Plasmodium berghei ANKA	PbANKA_05_v3:285,160..286,860(-)	citrate synthase, mitochondrial, putative	No	1	CS	Previous IDs: PB001560.02.0;PBANKA_050670	
PBANKA_0506800	PBANKA_0506800.1	Plasmodium berghei ANKA	PbANKA_05_v3:288,595..291,228(+)	kelch protein K10, putative	No	1	Kelch10	Previous IDs: PB000064.02.0;PB001101.01.0;PBANKA_050680	
PBANKA_0506900	PBANKA_0506900.1	Plasmodium berghei ANKA	PbANKA_05_v3:291,663..292,958(-)	phospholipid scramblase, putative	No	1	N/A	Previous IDs: PB000063.02.0;PBANKA_050690	
PBANKA_0507000	PBANKA_0507000.1	Plasmodium berghei ANKA	PbANKA_05_v3:295,389..297,848(+)	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin), putative	No	1	ISPG	Previous IDs: PB001057.02.0;PBANKA_050700	
PBANKA_0507100	PBANKA_0507100.1	Plasmodium berghei ANKA	PbANKA_05_v3:298,175..299,062(-)	CDGSH iron-sulfur domain-containing protein, putative	No	1	N/A	Previous IDs: PB106068.00.0;PBANKA_050710	
PBANKA_0507200	PBANKA_0507200.1	Plasmodium berghei ANKA	PbANKA_05_v3:300,222..301,421(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB001058.02.0;PBANKA_050720	
PBANKA_0507300	PBANKA_0507300.1	Plasmodium berghei ANKA	PbANKA_05_v3:302,326..318,255(-)	dynein heavy chain, putative	No	1	N/A	Previous IDs: PB000896.00.0;PB001056.02.0;PB300268.00.0;PBANKA_050730	
